property,bin_midpoint,bin,borinine__B_1,borinine__B_2,borinine__B_3,borinine__B_4,14diborinine__B_1_4,dhdiborinine__B_1_4,borole__B_1,borole__B_2,borole__B_3,pyridine__N_1,pyridine__N_2,pyridine__N_3,pyridine__N_4,pyrazine__N_1_4,pyrrole__N_1,pyrrole__N_2,pyrrole__N_3,thiophene__S_1,thiophene__S_2,thiophene__S_3,furan__O_1,furan__O_2,furan__O_3,cyclobutadiene__none_none
lumo,-8.39,"(-8.436, -8.344]",0.06993658184153488,0.019330496909368226,0.0065023681464236975,0.05922774343742474,0.1571325359235771,0.0029220518583928713,0.005811993256803404,4.816568997350887e-05,0.0021995665087902383,0.04049129003772979,0.011479489443686281,0.0034358192181102995,0.038147226459019024,0.028481978004334912,0.0933932728586337,0.010355623344304407,0.06542506221401621,0.083294533194188,0.008252388215461186,0.0564501886489524,0.08160873404511519,0.007867062695673116,0.05630569157903187,0.09190013646945493
lumo,-8.2975,"(-8.344, -8.251]",0.07143844134309797,0.019502951104443434,0.006751021536153497,0.05916026767208196,0.17045342387334925,0.001381788033715628,0.0037110878619791153,0.0,0.0011449100850786631,0.03298525434769735,0.009790955210327879,0.003553169229554472,0.03010323930594761,0.016166919994472846,0.10349592372530055,0.011508320337945873,0.07347164373556525,0.08948064509761346,0.008290728202293767,0.06010777946662982,0.08270988373240688,0.008981622219151582,0.060265698099054466,0.07554432578613869
lumo,-8.205,"(-8.251, -8.159]",0.07128033205619412,0.022456364410387397,0.007423371647509579,0.05893465304384845,0.17385057471264367,0.0007183908045977011,0.0021551724137931034,2.6607066836951895e-05,0.0006917837377607493,0.02546296296296296,0.006971051511281396,0.0023680289484887184,0.02346743295019157,0.009099616858237548,0.12162090251170711,0.012877820349084718,0.08272137079608344,0.09027777777777778,0.007982120051085569,0.06172839506172839,0.08532886334610472,0.007077479778629204,0.06215410813111963,0.06332481907194551
lumo,-8.1125,"(-8.159, -8.066]",0.07004915050892062,0.020937342776423236,0.006850110298386161,0.05975463446727815,0.16862107666705367,0.0005031154456441813,0.0010062308912883627,3.8701188126475485e-05,0.0005805178218971323,0.01919578931073184,0.005302062773327141,0.0020511629707032006,0.018460466736328805,0.005108556832694764,0.14385231626610936,0.016331901389372655,0.09961685823754789,0.0905994814040791,0.007740237625295097,0.06130268199233716,0.08278184140253106,0.007082317427145013,0.06060606060606061,0.051627384960718295
lumo,-8.02,"(-8.066, -7.974]",0.06503151719403358,0.019347188416651066,0.007052362229295388,0.0508643824502278,0.1712538226299694,0.0005616925669350309,0.0012482057043000686,0.0,0.0004992822817200275,0.013979903888160769,0.005616925669350309,0.0016850777008050927,0.014167134743805779,0.0024964114086001373,0.16445110154153406,0.019347188416651066,0.11109030768270611,0.09667353179804032,0.00655307994757536,0.061411720651563376,0.07901142108219435,0.007052362229295388,0.05960182238032828,0.04100355738625726
gap,0.2595,"(0.207, 0.312]",0.03908869247180738,0.011099258356192217,0.0027684648989129332,0.037666361881540183,0.21111449761251652,0.13740729452402722,0.06146500050797521,0.018033119983744794,0.045108198719902466,0.03192624199939043,0.008635578583765112,0.0020572996037793354,0.030757899014528092,0.08440008127603373,0.03883470486640252,0.004241593010261099,0.0242050187950828,0.0404602255409936,0.00429239053134207,0.024052626231839885,0.035634461038301334,0.004139997968099157,0.022376308036167834,0.08023468454739409
gap,0.364,"(0.312, 0.416]",0.04097621463194679,0.0113290497125465,0.002893322812159471,0.03755683312666742,0.18716416788787435,0.11952805020102958,0.06662157592154211,0.02305264344493293,0.04939315372186526,0.03347987825498817,0.009187239319129748,0.002667869086536655,0.029064742794874684,0.08649907939728704,0.04129560740991245,0.00392665238793071,0.027279900800360725,0.0415586367564724,0.004283620786833502,0.02602111749896667,0.036185322962461956,0.004001803629804982,0.02339082403336715,0.09264269342050878
gap,0.4675,"(0.416, 0.519]",0.041363504576769614,0.01105880078971711,0.003354917093509685,0.03898883074926482,0.17104554679626127,0.11210669464731952,0.06683602324971352,0.023663900815948973,0.049053582029793874,0.03567533238530463,0.008546064530380638,0.002291836368405793,0.03182339053720092,0.09288840413635045,0.04076983611989342,0.004445610304979912,0.028109511120928885,0.04210904170866066,0.004031423009484889,0.026770305532161642,0.03669699438085902,0.0038243293617373775,0.02388480070687965,0.10066131904847372
gap,0.571,"(0.519, 0.623]",0.04066202622793428,0.010517358004756814,0.003087564642475289,0.03829452966462284,0.16258264417726767,0.11163237251521962,0.06980296318924699,0.015088699295206093,0.0484627637522093,0.03556699906172947,0.009284514172249013,0.002716620480481791,0.030908376791987605,0.09547448122367932,0.0420912522638504,0.004265857862925222,0.02798446398568592,0.042898601322306835,0.005247768879966834,0.02719893517205263,0.03744354011652011,0.0042767679853367956,0.025726068646490213,0.10878483056579895
gap,0.675,"(0.623, 0.727]",0.04222595849067005,0.010446239078305448,0.0029032643348676536,0.03782512426155104,0.14527346728774473,0.11084773481069063,0.06965078140073316,0.010979116709388753,0.04974137059801733,0.03573036391867185,0.009196732908868738,0.0024806372481464127,0.03127440441737181,0.09828836029877898,0.04500978473581213,0.004557022500298595,0.029087768620857567,0.0428415240300249,0.004777523589022721,0.028968330531131996,0.03979125896934116,0.004391646683755501,0.02741563536469961,0.11629594921124924
